10/22/2023 10:12:49 AM | INFO | *********** Iteration N° 1 ************ | test_login_ddt
10/22/2023 10:12:52 AM | INFO | ************** Passed ************* | test_login_ddt
10/22/2023 10:12:58 AM | INFO | *********** Iteration N° 2 ************ | test_login_ddt
10/22/2023 10:12:58 AM | INFO | ************** Passed ************* | test_login_ddt
10/22/2023 10:12:58 AM | INFO | *********** Iteration N° 3 ************ | test_login_ddt
10/22/2023 10:12:59 AM | ERROR | ************** Failed ************* | test_login_ddt
10/22/2023 10:12:59 AM | INFO | *********** Iteration N° 4 ************ | test_login_ddt
10/22/2023 10:12:59 AM | INFO | ************** Passed ************* | test_login_ddt
10/22/2023 10:12:59 AM | INFO | ************** Test Login DDT Failed !!! ************* | test_login_ddt
